id,beneficiary-name,date,direction,amount,description,currency,mcc,kind
45390,Glovo,10/26/2021,d,15.7,Food delivery,USD,5811,pmt
45391,Wolt,10/26/2021,d,38.9,Food delivery,USD,5811,pmt
45392,Wolt,10/26/2021,d,15.1,Food delivery,USD,5811,pmt
45393,Wolt,10/27/2021,d,15.1,Food delivery,USD,5811,pmt
45394,Coinbase,10/27/2021,c,624.3,Cryptocurrency sales,USD,,dep
45395,Josh,10/27/2021,d,39.2,Allowance,USD,,pmt
45396,,10/28/2021,d,114,ATM withdrawal,USD,,wdw
45397,Glovo,10/28/2021,d,48.1,Food delivery,USD,5811,pmt
45398,Asseco,10/28/2021,c,"2,499.40",Salary,USD,,sal
45399,ToysRUS,10/28/2021,d,49.6,Dolls,USD,5945,pmt
45400,Hertz,10/28/2021,d,12.4,Car rent,USD,7519,pmt
45401,Glovo,11/1/2021,d,21.6,Food delivery,USD,5811,pmt
45402,Sixt GmbH,11/1/2021,d,15.2,Car rent,USD,7519,pmt
45403,Glovo,11/2/2021,d,48.7,Food delivery,USD,5811,pmt
45404,Chevron,11/3/2021,d,77.1,Gasoline purchases,USD,5983,pmt
45405,City parkings,11/3/2021,d,2.2,Parking fee,USD,7523,pmt
45406,Orange,11/3/2021,d,20.1,Internet bill,USD,,pmt
45407,Glovo,11/3/2021,d,23,Food delivery,USD,5811,pmt
45408,Wolt,11/3/2021,d,24,Food delivery,USD,5811,pmt
45409,Glovo,11/3/2021,d,32.1,Food delivery,USD,5811,pmt
45410,Wolt,11/4/2021,d,44.9,Food delivery,USD,5811,pmt
45411,Springfield,11/4/2021,d,222.8,Fotwear,USD,,pmt
45412,Hulu,11/5/2021,d,7.4,Netflix subscription,USD,,pmt
45413,Delhaize,11/5/2021,d,97.9,Supermaket shopping,USD,5200,pmt
45414,The barbers,11/5/2021,d,27.1,Haircut,USD,7230,pmt
45415,Lidl,11/6/2021,d,33.2,Supermaket shopping,USD,5499,pmt
45416,PersonalLoans,11/6/2021,d,6.8,Charge pay,USD,,fee
45417,Faculty of contemporary arts,11/7/2021,d,158.2,Tuition,USD,8299,pmt
45418,Glovo,11/7/2021,d,47.3,Food delivery,USD,5811,pmt
45419,Wolt,11/7/2021,d,49.3,Food delivery,USD,5811,pmt
45420,Wolt,11/7/2021,d,40.3,Food delivery,USD,5811,pmt
45421,Josh,11/8/2021,d,43.8,Allowance,USD,,pmt
45422,T-Mobile,11/9/2021,d,13.2,Mobile phone bill,USD,,pmt
45423,Table tenis club PingPong,11/9/2021,d,15.3,Daily pool ticket,USD,5655,pmt
45424,Connexus,11/9/2021,d,400.5,Rent pay,USD,,pmt
45425,City parkings,11/10/2021,d,2.4,Parking fee,USD,7523,pmt
45426,City parkings,11/10/2021,d,1.9,Parking fee,USD,7523,pmt
45427,Glovo,11/10/2021,d,23.1,Food delivery,USD,5811,pmt
45428,Glovo,11/10/2021,d,44.5,Food delivery,USD,5811,pmt
45429,Jill,11/10/2021,d,31.8,Allowance,USD,,pmt
45430,Barber shop,11/10/2021,d,37.6,Hair dye,USD,7230,pmt
45431,Faculty of contemporary arts,11/11/2021,d,183.1,Tuition,USD,8299,pmt
45432,New York Times,11/11/2021,d,5.9,New York Times,USD,5192,pmt
45433,Pet salon Rex,11/11/2021,d,10.3,Grooming,USD,,pmt
45434,Fit and Fun,11/12/2021,d,23.3,Personal trainer,USD,,pmt
45435,Home cleaning service,11/12/2021,d,48.3,Cleaning,USD,,pmt
45436,Coinbase,11/12/2021,c,628.4,Cryptocurrency sales,USD,,dep
45437,Wolt,11/13/2021,d,27.1,Food delivery,USD,5811,pmt
45438,Wolt,11/13/2021,d,34.8,Food delivery,USD,5811,pmt
45439,Wolt,11/13/2021,d,39,Food delivery,USD,5811,pmt
45440,Comcast,11/14/2021,d,10.3,Television bill,USD,,pmt
45441,Delhaize,11/14/2021,d,39.7,Supermaket shopping,USD,5499,pmt
45442,Red Cross,11/14/2021,d,99.7,Charity,USD,,pmt
45443,Connexus,11/14/2021,d,400.8,Mortgage pay,USD,,pmt
45444,Sixt GmbH,11/14/2021,d,10.5,Car rent,USD,7519,pmt
45445,City parkings,11/15/2021,d,2.7,Parking fee,USD,7523,pmt
45446,Netflix,11/15/2021,d,9.7,Netflix subscription,USD,,pmt
45447,Johnson & Johnson,11/15/2021,d,85.5,Baby wardrobe,USD,,pmt
45448,Swimming school,11/15/2021,d,25.9,Club membership,USD,,pmt
45449,,11/16/2021,d,295.5,ATM withdrawal,USD,,wdw
45450,Glovo,11/16/2021,d,48.8,Food delivery,USD,5811,pmt
45451,Jill,11/16/2021,d,50.5,Allowance,USD,,pmt
45452,Adobe,11/16/2021,d,12,TV,USD,5045,pmt
45453,Jill,11/18/2021,d,48.7,Allowance,USD,,pmt
45454,Tele9,11/19/2021,d,18.6,Television bill,USD,,pmt
45455,Netflix,11/19/2021,d,9.1,Netflix subscription,USD,,pmt
45456,PersonalLoans,11/19/2021,d,9.6,Charge pay,USD,,fee
45457,,11/20/2021,d,134,ATM withdrawal,USD,,wdw
45458,,11/20/2021,d,221.7,ATM withdrawal,USD,,wdw
45459,Delhaize,11/20/2021,d,33.9,Supermaket shopping,USD,5499,pmt
45460,Wolt,11/20/2021,d,21.7,Food delivery,USD,5811,pmt
45461,A1 Telecom,11/21/2021,d,20.9,Mobile phone bill,USD,,pmt
45462,Delhaize,11/21/2021,d,40.5,Supermaket shopping,USD,5499,pmt
45463,Wolt,11/21/2021,d,38.8,Food delivery,USD,5811,pmt
45464,Generali,11/21/2021,d,45.5,Extended health insurance,USD,,pmt
45465,Office365,11/21/2021,d,17.1,TV,USD,5045,pmt
45466,Heating,11/22/2021,d,98.1,Utilities payment,USD,,pmt
45467,Bank of America,11/22/2021,d,3.5,ATM withdrawal fee,USD,,fee
45468,Revolut,11/22/2021,d,3.4,Revolut Silver subscription,USD,,fee
45469,Glovo,11/22/2021,d,37.4,Food delivery,USD,5811,pmt
45470,Wolt,11/22/2021,d,50.6,Food delivery,USD,5811,pmt
45471,Wolt,11/22/2021,d,34.9,Food delivery,USD,5811,pmt
45472,Protetcta,11/22/2021,d,17.5,Doctor's appointment,USD,8011,pmt
45473,Hertz,11/22/2021,d,15.8,Taxi,USD,7519,pmt
45474,City parkings,11/23/2021,d,1.9,Parking fee,USD,7523,pmt
45475,Orange,11/23/2021,d,27,Internet bill,USD,,pmt
45476,A1 Telecom,11/23/2021,d,19.2,Mobile phone bill,USD,,pmt
45477,Delhaize,11/23/2021,d,33,Supermaket shopping,USD,5499,pmt
45478,Glovo,11/23/2021,d,50.9,Food delivery,USD,5811,pmt
45479,Glovo,11/23/2021,d,19.2,Food delivery,USD,5811,pmt
45480,Lily,11/23/2021,d,30.7,Medicine,USD,5912,pmt
45481,Bank of America,11/24/2021,d,5.8,ATM withdrawal fee,USD,,fee
45482,Lidl,11/25/2021,d,40.1,Supermaket shopping,USD,5499,pmt
45483,Glovo,11/25/2021,d,15.8,Food delivery,USD,5811,pmt
45484,Wolt,11/25/2021,d,24.6,Food delivery,USD,5811,pmt
45485,Pet salon Rex,11/25/2021,d,10.9,Grooming,USD,,pmt
45486,Lidl,11/26/2021,d,33.7,Supermaket shopping,USD,5499,pmt
45487,Glovo,11/26/2021,d,48.9,Food delivery,USD,5811,pmt
45488,City parkings,11/27/2021,d,1.7,Parking fee,USD,7523,pmt
45489,Tele9,11/27/2021,d,15.7,Television bill,USD,,pmt
45490,Glovo,11/27/2021,d,16.1,Food delivery,USD,5811,pmt
45491,Glovo,11/27/2021,d,31.1,Food delivery,USD,5811,pmt
45492,Glovo,11/27/2021,d,35.9,Food delivery,USD,5811,pmt
45493,Wolt,11/27/2021,d,42.6,Food delivery,USD,5811,pmt
45494,Medigroup,11/28/2021,d,56.2,General Practitioner,USD,8011,pmt
45495,Swimming pool Activa,11/28/2021,d,12.4,Daily pool ticket,USD,5655,pmt
45496,Johnson & Johnson,11/28/2021,d,81,Baby nursery,USD,,pmt
45497,Swimming school,11/28/2021,d,25.2,Club membership,USD,,pmt
45498,Wolt,12/1/2021,d,20.7,Food delivery,USD,5811,pmt
45499,Glovo,12/1/2021,d,36.6,Food delivery,USD,5811,pmt
45500,Lily,12/1/2021,d,39.5,Medicine,USD,5912,pmt
45501,Home cleaning service,12/1/2021,d,47.5,Cleaning,USD,,pmt
45502,Lending Club,12/1/2021,d,70.1,Loan Payment,USD,,pmt
45503,Lidl,12/2/2021,d,36.3,Supermaket shopping,USD,5499,pmt
45504,Glovo,12/2/2021,d,44.7,Food delivery,USD,5811,pmt
45505,Generali,12/2/2021,d,45.1,Extended health insurance,USD,,pmt
45506,Bank of America,12/3/2021,d,4,ATM withdrawal fee,USD,,fee
45507,Bank of America,12/3/2021,d,5.7,ATM withdrawal fee,USD,,fee
45508,Glovo,12/3/2021,d,39.2,Food delivery,USD,5811,pmt
45509,Gerber Products Company,12/3/2021,d,52.4,Baby wardrobe,USD,,pmt
45510,Serenity Wellnes,12/3/2021,d,23.1,Spa treatment,USD,8050,pmt
45511,City parkings,12/4/2021,d,1.9,Parking fee,USD,7523,pmt
45512,Revolut,12/4/2021,d,2.8,ATM withdrawal fee,USD,,fee
45513,Wolt,12/4/2021,d,47.7,Food delivery,USD,5811,pmt
45514,Wolt,12/5/2021,d,46.4,Food delivery,USD,5811,pmt
45515,Glovo,12/5/2021,d,28.8,Food delivery,USD,5811,pmt
45516,Wolt,12/5/2021,d,28.3,Food delivery,USD,5811,pmt
45517,Book depository,12/6/2021,d,17.2,Book,USD,,pmt
45518,Delhaize,12/6/2021,d,35.2,Supermaket shopping,USD,5499,pmt
45519,Glovo,12/6/2021,d,44.6,Food delivery,USD,5811,pmt
45520,Glovo,12/6/2021,d,31.2,Food delivery,USD,5811,pmt
45521,Wolt,12/6/2021,d,41.5,Food delivery,USD,5811,pmt
45522,Wolt,12/6/2021,d,37.6,Food delivery,USD,5811,pmt
45523,Medigroup,12/6/2021,d,48.1,Specialist,USD,8011,pmt
45524,Revolut,12/7/2021,d,3.2,ATM withdrawal fee,USD,,fee
45525,Delhaize,12/7/2021,d,40,Supermaket shopping,USD,5499,pmt
45526,Table tenis club PingPong,12/7/2021,d,15.2,Daily pool ticket,USD,5655,pmt
45527,Earnest,12/7/2021,d,15.8,Charge pay,USD,,fee
45528,T-Mobile,12/8/2021,d,12.6,Mobile phone bill,USD,,pmt
45529,Bank of America,12/8/2021,d,7.6,Online banking fee,USD,,fee
45530,Glovo,12/8/2021,d,36.6,Food delivery,USD,5811,pmt
45531,Wolt,12/8/2021,d,20.7,Food delivery,USD,5811,pmt
45532,Revolut,12/9/2021,d,3.9,ATM withdrawal fee,USD,,fee
45533,Glovo,12/9/2021,d,43.5,Food delivery,USD,5811,pmt
45534,City parkings,12/10/2021,d,1.1,Parking fee,USD,7523,pmt
45535,A1 Telecom,12/10/2021,d,12.1,Mobile phone bill,USD,,pmt
45536,Netflix,12/11/2021,d,9.2,Hulu subscription,USD,,pmt
45537,Wolt,12/11/2021,d,46.9,Food delivery,USD,5811,pmt
45538,Lego,12/11/2021,d,27.2,Action Figures,USD,5945,pmt
45539,The barbers,12/11/2021,d,25.3,Haircut,USD,7230,pmt
45540,Serenity Wellnes,12/11/2021,d,24.3,Massage,USD,8050,pmt
45541,Glovo,12/12/2021,d,44.6,Food delivery,USD,5811,pmt
45542,Glovo,12/12/2021,d,24.2,Food delivery,USD,5811,pmt
45543,Wolt,12/12/2021,d,35.3,Food delivery,USD,5811,pmt
45544,Red Cross,12/12/2021,d,48.9,Charity,USD,,pmt
45545,Dental Plus,12/12/2021,d,26.4,Doctor's appointment,USD,8011,pmt
45546,Home cleaning service,12/12/2021,d,45.4,Cleaning,USD,,pmt
45547,Private consulting co,12/12/2021,c,776.2,Project based fee,USD,,dep
45548,Amazon,12/13/2021,d,16,Amazon Kindle subscription,USD,,pmt
45549,Netflix,12/13/2021,d,5.1,Hulu subscription,USD,,pmt
45550,Wolt,12/13/2021,d,50.6,Food delivery,USD,5811,pmt
45551,Fit and Fun,12/13/2021,d,24.1,Gym membership,USD,,pmt
45552,Lidl,12/13/2021,d,94.4,Supermaket shopping,USD,5200,pmt
45553,Bank of America,12/14/2021,d,4,ATM withdrawal fee,USD,,fee
45554,Johnson & Johnson,12/14/2021,d,43.2,Baby nursery,USD,,pmt
45555,Amazon,12/15/2021,d,13.5,Book,USD,,pmt
45556,Glovo,12/15/2021,d,26.7,Food delivery,USD,5811,pmt
45557,Glovo,12/15/2021,d,16.7,Food delivery,USD,5811,pmt
45558,Pet hotel Happy Dog,12/15/2021,d,100.1,Monthly stay,USD,5995,pmt
45559,Tele9,12/16/2021,d,19,Television bill,USD,,pmt
45560,Wolt,12/16/2021,d,34.7,Food delivery,USD,5811,pmt
45561,Wolt,12/16/2021,d,20.4,Food delivery,USD,5811,pmt
45562,Home cleaning service,12/16/2021,d,47.3,Cleaning,USD,,pmt
45563,Adobe,12/16/2021,d,11.2,Games,USD,5045,pmt
45564,Real Estate,12/16/2021,d,157,Tax pay,USD,9311,pmt
45565,Electro distribution,12/17/2021,d,66.3,Utilities payment,USD,,pmt
45566,Glovo,12/17/2021,d,43.8,Food delivery,USD,5811,pmt
45567,Generali,12/17/2021,d,45.1,Extended health insurance,USD,,pmt
45568,Hertz,12/17/2021,d,14.7,Taxi,USD,7519,pmt
45569,Wolt,12/18/2021,d,30.1,Food delivery,USD,5811,pmt
45570,Glovo,12/18/2021,d,21.3,Food delivery,USD,5811,pmt
45571,Residential Property,12/18/2021,d,166.2,Tax pay,USD,9311,pmt
45572,Faculty of contemporary arts,12/19/2021,d,181,Tuition,USD,8299,pmt
45573,Lidl,12/19/2021,d,38.5,Supermaket shopping,USD,5499,pmt
45574,Wolt,12/19/2021,d,23.2,Food delivery,USD,5811,pmt
45575,Wolt,12/19/2021,d,22,Food delivery,USD,5811,pmt
45576,Lidl,12/19/2021,d,99.8,Supermaket shopping,USD,5200,pmt
45577,Pet shop,12/19/2021,d,22.6,Shopping,USD,5995,pmt
45578,Generali,12/20/2021,d,45.1,Extended health insurance,USD,,pmt
45579,Lidl,12/20/2021,d,92.2,Supermaket shopping,USD,5200,pmt
45580,Asseco,12/20/2021,c,"2,458.40",Salary,USD,,sal
45581,City parkings,12/21/2021,d,2.5,Parking fee,USD,7523,pmt
45582,New York Times,12/21/2021,d,3.6,New York Times,USD,5192,pmt
45583,Glovo,12/21/2021,d,23.8,Food delivery,USD,5811,pmt
45584,Wolt,12/21/2021,d,30,Food delivery,USD,5811,pmt
45585,Serenity Wellnes,12/22/2021,d,23.7,Spa treatment,USD,8050,pmt
45586,City parkings,12/23/2021,d,2.1,Parking fee,USD,7523,pmt
45587,Book depository,12/23/2021,d,14.2,Book,USD,,pmt
45588,Save our kids,12/23/2021,d,26.3,Charity,USD,,pmt
45589,Dental Plus,12/23/2021,d,29.9,Doctor's appointment,USD,8011,pmt
45590,City parkings,12/24/2021,d,1.2,Parking fee,USD,7523,pmt
45591,Table tenis club PingPong,12/24/2021,d,15.1,Daily pool ticket,USD,5655,pmt
45592,City parkings,12/25/2021,d,2.4,Parking fee,USD,7523,pmt
45593,Glovo,12/25/2021,d,43.8,Food delivery,USD,5811,pmt
45594,Heating,12/26/2021,d,48.4,Utilities payment,USD,,pmt
45595,MetLife,12/26/2021,d,200.5,Life insurance premium,USD,6300,pmt
45596,R-Pharm,12/26/2021,d,38.7,Home care,USD,5912,pmt
45597,Lending Club,12/26/2021,d,61.8,Loan Payment,USD,,pmt
45598,Hooters Air,12/26/2021,d,504,Ticket pay,USD,,pmt
45599,Glovo,12/27/2021,d,19.1,Food delivery,USD,5811,pmt
45600,Wolt,12/27/2021,d,28.2,Food delivery,USD,5811,pmt
45601,Fit and Fun,12/27/2021,d,30.3,Gym membership,USD,,pmt
45602,Blue moon spa,12/27/2021,d,24.1,Massage,USD,8050,pmt
45603,City parkings,12/28/2021,d,1.2,Parking fee,USD,7523,pmt
45604,Gift shop,12/28/2021,d,108.9,Birthday gifts,USD,5947,pmt
45605,Adobe,12/28/2021,d,12.6,TV,USD,5045,pmt
45606,Faculty of contemporary arts test 2,1/1/2021,d,187.2,Tuition test 2,USD,8299,pmt
45607,Glovo,1/1/2021,d,44.3,Food delivery,USD,5811,pmt
45608,Glovo,1/1/2021,d,17,Food delivery,USD,5811,pmt
45609,Claire Stevens,1/1/2021,c,300.1,Monthly rent,USD,,dep
45610,Josh,1/1/2021,d,35.1,Allowance,USD,,pmt
45611,Hertz,1/1/2021,d,11.6,Taxi,USD,7519,pmt
45612,Book depository,1/2/2021,d,15.6,Amazon Kindle subscription,USD,,pmt
45613,Table tenis club PingPong,1/2/2021,d,12.3,Daily pool ticket,USD,5655,pmt
45614,Delhaize,1/3/2021,d,33.5,Supermaket shopping,USD,5499,pmt
45615,Swimming school,1/3/2021,d,22,Membership,USD,,pmt
45616,Blue moon spa,1/3/2021,d,22.5,Massage,USD,8050,pmt
45617,Adobe,1/3/2021,d,20.1,Games,USD,5045,pmt
45618,MetLife,1/4/2021,d,200.9,Life insurance premium,USD,6300,pmt
45619,City parkings,1/5/2021,d,2.3,Parking fee,USD,7523,pmt
45620,A1 Telecom,1/6/2021,d,6.9,Phone bill,USD,,pmt
45621,National Geographic,1/6/2021,d,4.8,National Geographic,USD,5192,pmt
45622,Revolut,1/6/2021,d,4.6,ATM withdrawal fee,USD,,fee
45623,Wolt,1/6/2021,d,48.4,Food delivery,USD,5811,pmt
45624,Dental Plus,1/6/2021,d,20.9,Doctor's appointment,USD,8011,pmt
45625,Claire Stevens,1/6/2021,c,300.1,Monthly rent,USD,,dep
45626,Swimming school,1/6/2021,d,27.1,Membership,USD,,pmt
45627,Faculty of contemporary arts,1/7/2021,d,185.5,Tuition,USD,8299,pmt
45628,Lidl,1/7/2021,d,33.1,Supermaket shopping,USD,5499,pmt
45629,Lidl,1/7/2021,d,36.8,Supermaket shopping,USD,5499,pmt
45630,Claire Stevens,1/7/2021,c,300.1,Monthly rent,USD,,dep
45631,Raiffeisen Leasing,1/8/2021,d,450.5,Financial leasing,USD,7394,pmt
45632,City parkings,1/8/2021,d,1.5,Parking fee,USD,7523,pmt
45633,Pet salon Rex,1/8/2021,d,10.3,Grooming,USD,,pmt
45634,A1 Telecom,1/9/2021,d,6.1,Phone bill,USD,,pmt
45635,Book depository,1/9/2021,d,126.1,Books,USD,,pmt
45636,Bank of America,1/9/2021,d,5,Revolut Silver subscription,USD,,fee
45637,Lidl,1/9/2021,d,33.9,Supermaket shopping,USD,5499,pmt
45638,Glovo,1/9/2021,d,31.3,Food delivery,USD,5811,pmt
45639,Wolt,1/9/2021,d,24.5,Food delivery,USD,5811,pmt
45640,Emmezeta,1/9/2021,d,41.9,Appliances,USD,5712,pmt
45641,Heating,1/10/2021,d,63,Utilities payment,USD,,pmt
45642,Revolut,1/10/2021,d,3.3,Revolut Silver subscription,USD,,fee
45643,Delhaize,1/10/2021,d,40.7,Supermaket shopping,USD,5499,pmt
45644,Lidl,1/10/2021,d,31.7,Supermaket shopping,USD,5499,pmt
45645,Glovo,1/10/2021,d,47.1,Food delivery,USD,5811,pmt
45646,Wolt,1/10/2021,d,20.2,Food delivery,USD,5811,pmt
45647,Wolt,1/10/2021,d,21.6,Food delivery,USD,5811,pmt
45648,Generali,1/10/2021,d,45.8,Extended health insurance,USD,,pmt
45649,Lending Club,1/10/2021,d,33.2,Loan Payment,USD,,pmt
45650,Glovo,1/11/2021,d,40.6,Food delivery,USD,5811,pmt
45651,Lidl,1/11/2021,d,90.7,Supermaket shopping,USD,5200,pmt
45652,Revolut,1/12/2021,d,3.5,ATM withdrawal fee,USD,,fee
45653,Glovo,1/12/2021,d,18.8,Food delivery,USD,5811,pmt
45654,Karate club,1/12/2021,d,24.4,Club membership,USD,,pmt
45655,Revolut,1/13/2021,d,5.5,ATM withdrawal fee,USD,,fee
45656,Lidl,1/13/2021,d,37.1,Supermaket shopping,USD,5499,pmt
45657,Chase,1/13/2021,d,400.9,Rent pay,USD,,pmt
45658,Office365,1/13/2021,d,18.2,TV,USD,5045,pmt
45659,Fit and Fun,1/14/2021,d,24.4,Personal trainer,USD,,pmt
45660,T-Mobile,1/15/2021,d,13.2,Mobile phone bill,USD,,pmt
45661,New York Times,1/15/2021,d,3.1,National Geographic,USD,5192,pmt
45662,Glovo,1/15/2021,d,48.9,Food delivery,USD,5811,pmt
45663,Glovo,1/15/2021,d,26.8,Food delivery,USD,5811,pmt
45664,Karate club,1/15/2021,d,22.2,Club membership,USD,,pmt
45665,Shell,1/16/2021,d,45.4,Gasoline purchases,USD,5983,pmt
45666,Bank of America,1/16/2021,d,4.4,ATM withdrawal fee,USD,,fee
45667,Fit and Fun,1/16/2021,d,24.4,Gym membership,USD,,pmt
45668,Best Western,1/16/2021,d,"1,542.10",Hotel,USD,7011,pmt
45669,New York Times,1/17/2021,d,5.4,New York Times,USD,5192,pmt
45670,Lidl,1/17/2021,d,32.9,Supermaket shopping,USD,5499,pmt
45671,Wolt,1/17/2021,d,23.6,Food delivery,USD,5811,pmt
45672,Glovo,1/17/2021,d,32,Food delivery,USD,5811,pmt
45673,Asseco,1/17/2021,c,"2,382.40",Salary,USD,,sal
45674,Travel house,1/17/2021,d,532.4,Vacation,USD,5962,pmt
45675,,1/18/2021,d,204.1,ATM withdrawal,USD,,wdw
45676,City parkings,1/18/2021,d,2,Parking fee,USD,7523,pmt
45677,A1 Telecom,1/18/2021,d,6.1,Phone bill,USD,,pmt
45678,Comcast,1/18/2021,d,18.6,Television bill,USD,,pmt
45679,Wolt,1/18/2021,d,39,Food delivery,USD,5811,pmt
45680,Wolt,1/18/2021,d,38.3,Food delivery,USD,5811,pmt
45681,Glovo,1/18/2021,d,38,Food delivery,USD,5811,pmt
45682,Glovo,1/18/2021,d,50,Food delivery,USD,5811,pmt
45683,Fit and Fun,1/18/2021,d,27.3,Gym membership,USD,,pmt
45684,Apple,1/19/2021,d,15.2,Spotify premium subscription,USD,5733,pmt
45685,Bank of America,1/19/2021,d,7.9,Online banking fee,USD,,fee
45686,Lidl,1/19/2021,d,34.4,Supermaket shopping,USD,5499,pmt
45687,Delhaize,1/19/2021,d,30.3,Supermaket shopping,USD,5499,pmt
45688,Red Cross,1/19/2021,d,98.8,Charity,USD,,pmt
45689,Coinbase,1/19/2021,c,939.7,Project based fee,USD,,dep
45690,Wolt,1/20/2021,d,43.7,Food delivery,USD,5811,pmt
45691,Wolt,1/21/2021,d,19.3,Food delivery,USD,5811,pmt
45692,Wolt,1/21/2021,d,27.4,Food delivery,USD,5811,pmt
45693,Music school,1/22/2021,d,199.1,Tuition,USD,8299,pmt
45694,Glovo,1/22/2021,d,36.3,Food delivery,USD,5811,pmt
45695,Generali,1/22/2021,d,45.5,Extended health insurance,USD,,pmt
45696,Wells Fargo,1/22/2021,d,64.1,Loan Payment,USD,,pmt
45697,T-Mobile,1/23/2021,d,20.4,Mobile phone bill,USD,,pmt
45698,Glovo,1/23/2021,d,47,Food delivery,USD,5811,pmt
45699,Karate club,1/23/2021,d,29.9,Club membership,USD,,pmt
45700,The barbers,1/23/2021,d,38.2,Haircut,USD,7230,pmt
45701,Glovo,1/24/2021,d,35.9,Food delivery,USD,5811,pmt
45702,Table tenis club PingPong,1/24/2021,d,13.4,Table tennis 2 hrs,USD,5655,pmt
45703,Chase,1/24/2021,d,400.7,Rent pay,USD,,pmt
45704,Chase,1/24/2021,d,400.4,Rent pay,USD,,pmt
45705,Jill,1/24/2021,d,45.7,Allowance,USD,,pmt
45706,Adobe,1/24/2021,d,16.6,Games,USD,5045,pmt
45707,Shell,1/25/2021,d,41.9,Gasoline purchases,USD,5983,pmt
45708,A1 Telecom,1/25/2021,d,12.4,Mobile phone bill,USD,,pmt
45709,Revolut,1/25/2021,d,4.4,ATM withdrawal fee,USD,,fee
45710,Glovo,1/25/2021,d,41.6,Food delivery,USD,5811,pmt
45711,Karate club,1/25/2021,d,29.5,Membership,USD,,pmt
45712,Residential Property,1/25/2021,d,170.3,Tax pay,USD,9311,pmt
45713,Music school,1/26/2021,d,169.9,Tuition,USD,8299,pmt
45714,Wolt,1/26/2021,d,38.8,Food delivery,USD,5811,pmt
45715,Legend,1/26/2021,d,273.4,Fotwear,USD,,pmt
45716,Faculty of contemporary arts,1/27/2021,d,163.4,Tuition,USD,8299,pmt
45717,Glovo,1/27/2021,d,36.1,Food delivery,USD,5811,pmt
45718,Wolt,1/27/2021,d,25.6,Food delivery,USD,5811,pmt
45719,Pet store,1/27/2021,d,22.3,Shopping,USD,5995,pmt
45720,Pet salon Rex,1/27/2021,d,10.7,Grooming,USD,,pmt
45721,T-Mobile,1/28/2021,d,16.8,Mobile phone bill,USD,,pmt
45722,Pet hotel Happy Dog,1/28/2021,d,100.8,Monthly stay,USD,5995,pmt
45723,Tele9,2/2/2021,d,11.6,Television bill,USD,,pmt
45724,Hulu,2/2/2021,d,10,Netflix subscription,USD,,pmt
45725,Bank of America,2/2/2021,d,7.6,Online banking fee,USD,,fee
45726,Delhaize,2/2/2021,d,34.8,Supermaket shopping,USD,5499,pmt
45727,Wolt,2/2/2021,d,15.5,Food delivery,USD,5811,pmt
45728,Fit and Fun,2/2/2021,d,29.5,Personal trainer,USD,,pmt
45729,Coinbase,2/2/2021,c,928.6,Project based fee,USD,,dep
45730,Hertz,2/2/2021,d,14.7,Car rent,USD,7519,pmt
45731,Comcast,2/3/2021,d,11.3,Television bill,USD,,pmt
45732,Glovo,2/3/2021,d,26.4,Food delivery,USD,5811,pmt
45733,Glovo,2/3/2021,d,23.7,Food delivery,USD,5811,pmt
45734,Wolt,2/3/2021,d,27.4,Food delivery,USD,5811,pmt
45735,Wolt,2/4/2021,d,49.8,Food delivery,USD,5811,pmt
45736,Glovo,2/4/2021,d,48.8,Food delivery,USD,5811,pmt
45737,Wolt,2/4/2021,d,20.7,Food delivery,USD,5811,pmt
45738,Tax company,2/4/2021,d,"2,315.00",Tax pay,USD,9311,pmt
45739,Home cleaning service,2/5/2021,d,50.6,Cleaning,USD,,pmt
45740,Claire Stevens,2/5/2021,c,300.8,Monthly rent,USD,,dep
45741,Chevron,2/6/2021,d,71.3,Gasoline purchases,USD,5983,pmt
45742,Orange,2/7/2021,d,26.1,Internet bill,USD,,pmt
45743,Delhaize,2/7/2021,d,36.9,Supermaket shopping,USD,5499,pmt
45744,Wolt,2/7/2021,d,30.3,Food delivery,USD,5811,pmt
45745,Glovo,2/7/2021,d,33.3,Food delivery,USD,5811,pmt
45746,Wolt,2/7/2021,d,32.9,Food delivery,USD,5811,pmt
45747,Generali,2/7/2021,d,45.1,Extended health insurance,USD,,pmt
45748,The barbers,2/7/2021,d,35.7,Haircut,USD,7230,pmt
45749,Glovo,2/8/2021,d,41.5,Food delivery,USD,5811,pmt
45750,Glovo,2/8/2021,d,41.7,Food delivery,USD,5811,pmt
45751,Generali,2/8/2021,d,45.5,Extended health insurance,USD,,pmt
45752,Spotify,2/9/2021,d,16,Apple music subscription,USD,5733,pmt
45753,Wolt,2/9/2021,d,26.7,Food delivery,USD,5811,pmt
45754,Wolt,2/10/2021,d,50,Food delivery,USD,5811,pmt
45755,Glovo,2/10/2021,d,30.6,Food delivery,USD,5811,pmt
45756,Chase,2/10/2021,d,400.6,Rent pay,USD,,pmt
45757,Lidl,2/11/2021,d,40.7,Supermaket shopping,USD,5499,pmt
45758,Lidl,2/11/2021,d,35.6,Supermaket shopping,USD,5499,pmt
45759,Lidl,2/11/2021,d,37.3,Supermaket shopping,USD,5499,pmt
45760,Wolt,2/11/2021,d,24.3,Food delivery,USD,5811,pmt
45761,PersonalLoans,2/11/2021,d,9.9,Charge pay,USD,,fee
45762,Hulu,2/12/2021,d,10.5,Netflix subscription,USD,,pmt
